method,replicate,n,p,density,top_k,candidate_count,candidate_recall,edge_overlap_vs_sparcc,sign_accuracy_vs_truth,auroc_vs_truth,recall_at_K_vs_truth,wallclock_seconds,peak_bytes,fallback_reason,calibration_method
falcon_sr_fast_calibrated,0,100,1000,0.02,25,30381,0.13698040060305836,0.9586585108626872,0.9261006289308176,0.5364909917193273,0.04587551152272238,0.8950422079997225,56866138,,permutation_base_only
sparcc_py,1,100,1000,0.02,25,479710,1.0,1.0,0.7319415448851775,0.58130124315546,0.0488517745302714,0.004253375000189408,33242120,,
pearson_clr,1,100,1000,0.02,25,479710,1.0,0.9803617571059432,0.7318371607515658,0.5811091692889814,0.048538622129436326,0.0024693329996807734,9259984,,
pearson_raw,1,100,1000,0.02,25,479710,1.0,0.1830811979005866,0.7342379958246347,0.5644452615980113,0.04488517745302714,0.002001458999075112,10044944,,
spieceasi_mb,1,100,1000,0.02,25,479710,1.0,0.22490730085666794,0.07463465553235908,0.5250892781532865,0.06231732776617954,1.9840108750013314,25670677,,
spieceasi_glasso,1,100,1000,0.02,25,479710,1.0,0.011295260213237623,0.0,0.5,0.01826722338204593,5.292906082999252,40084557,,
falcon_sr_strict,1,100,1000,0.02,25,479710,1.0,1.0,0.7319415448851775,0.5812942087221733,0.0488517745302714,0.10405845800050884,61492488,,
falcon_sr_fast,1,100,1000,0.02,25,30045,0.13810020876826723,0.9904425514232288,0.9259259259259259,0.5386785774218626,0.04874739039665971,0.06248716600020998,40001520,,
falcon_sr_fast_calibrated,1,100,1000,0.02,25,30045,0.13810020876826723,0.9904425514232288,0.9259259259259259,0.5386785774218626,0.04874739039665971,0.9870615410000028,58756578,,permutation_base_only
sparcc_py,2,100,1000,0.02,25,494515,1.0,1.0,0.7447885043513459,0.5808697667315116,0.04766241651487553,0.005095167000035872,34226480,,
pearson_clr,2,100,1000,0.02,25,494515,1.0,0.9827447833065811,0.7442825339000202,0.5808041179338224,0.047460028334345275,0.002713666999625275,9521200,,
pearson_raw,2,100,1000,0.02,25,494515,1.0,0.1523526324995627,0.7491398502327464,0.5607615080416222,0.043513458814005264,0.002159916000891826,10318112,,
spieceasi_mb,2,100,1000,0.02,25,494515,1.0,0.24317524216882627,0.07974094312892127,0.5275291104433699,0.06446063549888686,1.7691763330003596,26447377,,
spieceasi_glasso,2,100,1000,0.02,25,494515,1.0,0.18838313991942757,0.2718073264521352,0.5556460585896696,0.0581866019024489,91.97608491699975,41303593,,
falcon_sr_strict,2,100,1000,0.02,25,494515,1.0,0.9993930197268589,0.7447885043513459,0.5808693455705917,0.04766241651487553,0.11275537499932398,63388848,,
falcon_sr_fast,2,100,1000,0.02,25,30731,0.13833232139243068,0.9644170559586522,0.936356986100951,0.5389969202354038,0.047864804695405785,0.06384862499908195,41210760,,
falcon_sr_fast_calibrated,2,100,1000,0.02,25,30731,0.13833232139243068,0.9644170559586522,0.936356986100951,0.5389969202354038,0.047864804695405785,0.9918953750002402,60500675,,permutation_base_only
sparcc_py,0,100,1000,0.02,50,463203,1.0,1.0,0.7359465862588843,0.5804293885129629,0.04576782252853758,0.008475167000142392,32144096,,
pearson_clr,0,100,1000,0.02,50,463203,1.0,0.9816474605207,0.7354081412879604,0.5802803077115294,0.04490631057505923,0.003125707999060978,8968600,,
pearson_raw,0,100,1000,0.02,50,463203,1.0,0.17358609794628752,0.7358388972646995,0.5588182882217244,0.04092181779022184,0.002514833000532235,9739888,,
spieceasi_mb,0,100,1000,0.02,50,463203,1.0,0.1948787235411439,0.07678225285375835,0.5265185419213717,0.06676717639457247,1.9985246669984917,24829870,,
spieceasi_glasso,0,100,1000,0.02,50,463203,1.0,0.005576912664464779,0.0,0.5,0.01723023906956709,4.935467332999906,38740420,,
falcon_sr_strict,0,100,1000,0.02,50,463203,1.0,0.9976336452619124,0.7358388972646995,0.5804325537011271,0.04576782252853758,0.12125608300084423,59378144,,
falcon_sr_fast,0,100,1000,0.02,50,56889,0.22043937109627396,0.9976336452619124,0.9062042012701514,0.5506564647226765,0.04587551152272238,0.09113070800049172,38652888,,
falcon_sr_fast_calibrated,0,100,1000,0.02,50,56889,0.22043937109627396,0.9976336452619124,0.9062042012701514,0.5506564647226765,0.04587551152272238,1.2744940419997874,58266571,,permutation_base_only
sparcc_py,1,100,1000,0.02,50,479710,1.0,1.0,0.7319415448851775,0.58130124315546,0.0488517745302714,0.005072165999081335,33242120,,
pearson_clr,1,100,1000,0.02,50,479710,1.0,0.9803617571059432,0.7318371607515658,0.5811091692889814,0.048538622129436326,0.0026962080009980127,9259984,,
pearson_raw,1,100,1000,0.02,50,479710,1.0,0.1830811979005866,0.7342379958246347,0.5644452615980113,0.04488517745302714,0.0019815409996226663,10044944,,
spieceasi_mb,1,100,1000,0.02,50,479710,1.0,0.22490730085666794,0.07463465553235908,0.5250892781532865,0.06231732776617954,1.8397040829986508,25670677,,
spieceasi_glasso,1,100,1000,0.02,50,479710,1.0,0.011295260213237623,0.0,0.5,0.01826722338204593,4.94471912500012,40084557,,
falcon_sr_strict,1,100,1000,0.02,50,479710,1.0,1.0,0.7319415448851775,0.5812942087221733,0.0488517745302714,0.10645541700068861,61492488,,
falcon_sr_fast,1,100,1000,0.02,50,56349,0.2160751565762004,1.0,0.9120772946859903,0.551580938257783,0.0488517745302714,0.07989520800038008,40001520,,
falcon_sr_fast_calibrated,1,100,1000,0.02,50,56349,0.2160751565762004,1.0,0.9120772946859903,0.551580938257783,0.0488517745302714,0.9780525419992045,60152347,,permutation_base_only
sparcc_py,2,100,1000,0.02,50,494515,1.0,1.0,0.7447885043513459,0.5808697667315116,0.04766241651487553,0.005188834000364295,34226480,,
pearson_clr,2,100,1000,0.02,50,494515,1.0,0.9827447833065811,0.7442825339000202,0.5808041179338224,0.047460028334345275,0.0026939170002151513,9521152,,
pearson_raw,2,100,1000,0.02,50,494515,1.0,0.1523526324995627,0.7491398502327464,0.5607615080416222,0.043513458814005264,0.0020192909996694652,10318112,,
spieceasi_mb,2,100,1000,0.02,50,494515,1.0,0.24317524216882627,0.07974094312892127,0.5275291104433699,0.06446063549888686,1.6655458330005786,26439697,,
spieceasi_glasso,2,100,1000,0.02,50,494515,1.0,0.18838313991942757,0.2718073264521352,0.5556460585896696,0.0581866019024489,91.10309275000145,41302982,,
falcon_sr_strict,2,100,1000,0.02,50,494515,1.0,0.9993930197268589,0.7447885043513459,0.5808693455705917,0.04766241651487553,0.4118674999990617,63388848,,
falcon_sr_fast,2,100,1000,0.02,50,57440,0.215745800445254,0.9993930197268589,0.9151031894934334,0.5520251202731498,0.04766241651487553,0.1861851249996107,41210760,,
falcon_sr_fast_calibrated,2,100,1000,0.02,50,57440,0.215745800445254,0.9993930197268589,0.9151031894934334,0.5520251202731498,0.04766241651487553,1.2742865420004819,61911578,,permutation_base_only
sparcc_py,0,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.0005216249992372468,1729784,,
pearson_clr,0,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.0005173749996174593,1729776,,
pearson_raw,0,500,100,0.02,10,4950,1.0,0.2857142857142857,1.0,0.9081289081289081,0.4444444444444444,0.0002272080000693677,1286016,,
spieceasi_mb,0,500,100,0.02,10,4950,1.0,0.9223300970873787,1.0,0.9998584067848137,0.9595959595959596,0.06930316699981631,1729808,,
spieceasi_glasso,0,500,100,0.02,10,4950,1.0,0.98,1.0,0.999995835493671,0.98989898989899,0.07719933299995319,1729720,,
falcon_sr_strict,0,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.002714791999096633,2128664,,
falcon_sr_fast,0,500,100,0.02,10,1125,1.0,1.0,1.0,1.0,1.0,0.008983125000668224,2128720,,
falcon_sr_fast_calibrated,0,500,100,0.02,10,1125,1.0,1.0,1.0,1.0,1.0,0.10399704100018425,2376147,,permutation_base_only
sparcc_py,1,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.0004169160001765704,1729672,,
pearson_clr,1,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.00045124999996914994,1729672,,
pearson_raw,1,500,100,0.02,10,4950,1.0,0.375,1.0,0.9352169395459439,0.5454545454545454,0.0002023329998337431,1285936,,
spieceasi_mb,1,500,100,0.02,10,4950,1.0,0.8,1.0,0.9994086401012808,0.8888888888888888,0.06421154199961165,1729672,,
spieceasi_glasso,1,500,100,0.02,10,4950,1.0,0.9603960396039604,1.0,0.999987506481013,0.9797979797979798,0.07220120899910398,1729672,,
falcon_sr_strict,1,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.00250666700048896,2128616,,
falcon_sr_fast,1,500,100,0.02,10,1122,1.0,1.0,1.0,1.0,1.0,0.00838383399968734,2128616,,
falcon_sr_fast_calibrated,1,500,100,0.02,10,1122,1.0,1.0,1.0,1.0,1.0,0.10068800000044575,2372296,,permutation_base_only
sparcc_py,2,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.0004184579993307125,1729672,,
pearson_clr,2,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.0004495840003073681,1729672,,
pearson_raw,2,500,100,0.02,10,4950,1.0,0.29411764705882354,0.98989898989899,0.9294595095460896,0.45454545454545453,0.00020179199964331929,1285936,,
spieceasi_mb,2,500,100,0.02,10,4950,1.0,0.8333333333333334,1.0,0.9993669950379908,0.9090909090909091,0.06860049999886542,1729672,,
spieceasi_glasso,2,500,100,0.02,10,4950,1.0,0.9603960396039604,1.0,0.9999541904303809,0.9797979797979798,0.07484370800011675,1729672,,
falcon_sr_strict,2,500,100,0.02,10,4950,1.0,1.0,1.0,1.0,1.0,0.0025975839998864103,2128616,,
falcon_sr_fast,2,500,100,0.02,10,1144,1.0,1.0,1.0,1.0,1.0,0.009347874998638872,2128616,,
falcon_sr_fast_calibrated,2,500,100,0.02,10,1144,1.0,1.0,1.0,1.0,1.0,0.1018512919999921,2374034,,permutation_base_only
sparcc_py,0,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.0004237080011080252,1729784,,
pearson_clr,0,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.0004577910003717989,1729776,,
pearson_raw,0,500,100,0.02,25,4950,1.0,0.2857142857142857,1.0,0.9081289081289081,0.4444444444444444,0.00020866600061708596,1286016,,
spieceasi_mb,0,500,100,0.02,25,4950,1.0,0.9223300970873787,1.0,0.9998584067848137,0.9595959595959596,0.06511991700062936,1729808,,
spieceasi_glasso,0,500,100,0.02,25,4950,1.0,0.98,1.0,0.999995835493671,0.98989898989899,0.07271100000070874,1729720,,
falcon_sr_strict,0,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.002583041999969282,2128664,,
falcon_sr_fast,0,500,100,0.02,25,2628,1.0,1.0,1.0,1.0,1.0,0.009323041998868575,2128720,,
falcon_sr_fast_calibrated,0,500,100,0.02,25,2628,1.0,1.0,1.0,1.0,1.0,0.10353987500093353,2455077,,permutation_base_only
sparcc_py,1,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.000424458001361927,1729672,,
pearson_clr,1,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.0004546250002022134,1729672,,
pearson_raw,1,500,100,0.02,25,4950,1.0,0.375,1.0,0.9352169395459439,0.5454545454545454,0.000205082998945727,1285936,,
spieceasi_mb,1,500,100,0.02,25,4950,1.0,0.8,1.0,0.9994086401012808,0.8888888888888888,0.06984525000007125,1729672,,
spieceasi_glasso,1,500,100,0.02,25,4950,1.0,0.9603960396039604,1.0,0.999987506481013,0.9797979797979798,0.07683195800018439,1729672,,
falcon_sr_strict,1,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.002745708001384628,2128616,,
falcon_sr_fast,1,500,100,0.02,25,2649,1.0,1.0,1.0,1.0,1.0,0.009905958999297582,2128616,,
falcon_sr_fast_calibrated,1,500,100,0.02,25,2649,1.0,1.0,1.0,1.0,1.0,0.10992954100038332,2453599,,permutation_base_only
sparcc_py,2,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.0004470830008358462,1729672,,
pearson_clr,2,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.00048279099974024575,1729672,,
pearson_raw,2,500,100,0.02,25,4950,1.0,0.29411764705882354,0.98989898989899,0.9294595095460896,0.45454545454545453,0.00024141699941537809,1285936,,
spieceasi_mb,2,500,100,0.02,25,4950,1.0,0.8333333333333334,1.0,0.9993669950379908,0.9090909090909091,0.06892366600004607,1729672,,
spieceasi_glasso,2,500,100,0.02,25,4950,1.0,0.9603960396039604,1.0,0.9999541904303809,0.9797979797979798,0.07770549999986542,1729672,,
falcon_sr_strict,2,500,100,0.02,25,4950,1.0,1.0,1.0,1.0,1.0,0.0026861249989451608,2128616,,
falcon_sr_fast,2,500,100,0.02,25,2661,1.0,1.0,1.0,1.0,1.0,0.010128541000085534,2128616,,
falcon_sr_fast_calibrated,2,500,100,0.02,25,2661,1.0,1.0,1.0,1.0,1.0,0.1098582089998672,2455270,,permutation_base_only
sparcc_py,0,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.0004445410013431683,1729784,,
pearson_clr,0,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.000479042000733898,1729776,,
pearson_raw,0,500,100,0.02,50,4950,1.0,0.2857142857142857,1.0,0.9081289081289081,0.4444444444444444,0.00021799999922222923,1286016,,
spieceasi_mb,0,500,100,0.02,50,4950,1.0,0.9223300970873787,1.0,0.9998584067848137,0.9595959595959596,0.0688037500003702,1729808,,
spieceasi_glasso,0,500,100,0.02,50,4950,1.0,0.98,1.0,0.999995835493671,0.98989898989899,0.07766229099979682,1729720,,
falcon_sr_strict,0,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.0027065829999628477,2128664,,
falcon_sr_fast,0,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.010892083000726416,2128720,,
falcon_sr_fast_calibrated,0,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.11278929199943377,2574855,,permutation_base_only
sparcc_py,1,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.00044520799929159693,1729672,,
pearson_clr,1,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.000475041999379755,1729672,,
pearson_raw,1,500,100,0.02,50,4950,1.0,0.375,1.0,0.9352169395459439,0.5454545454545454,0.00021783400006825104,1285936,,
spieceasi_mb,1,500,100,0.02,50,4950,1.0,0.8,1.0,0.9994086401012808,0.8888888888888888,0.06840808299966739,1729672,,
spieceasi_glasso,1,500,100,0.02,50,4950,1.0,0.9603960396039604,1.0,0.999987506481013,0.9797979797979798,0.07778004099964164,1729672,,
falcon_sr_strict,1,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.0026639579991751816,2128616,,
falcon_sr_fast,1,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.010895916999288602,2128616,,
falcon_sr_fast_calibrated,1,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.11194916699969326,2578192,,permutation_base_only
sparcc_py,2,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.0004713750004157191,1729672,,
pearson_clr,2,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.0004960839996783761,1729672,,
pearson_raw,2,500,100,0.02,50,4950,1.0,0.29411764705882354,0.98989898989899,0.9294595095460896,0.45454545454545453,0.00026450000041222665,1285936,,
spieceasi_mb,2,500,100,0.02,50,4950,1.0,0.8333333333333334,1.0,0.9993669950379908,0.9090909090909091,0.09781179199853796,1729672,,
spieceasi_glasso,2,500,100,0.02,50,4950,1.0,0.9603960396039604,1.0,0.9999541904303809,0.9797979797979798,0.17998412499946426,1729672,,
falcon_sr_strict,2,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.0060540420017787255,2128616,,
falcon_sr_fast,2,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,0.04334299999936775,2128616,,
falcon_sr_fast_calibrated,2,500,100,0.02,50,4950,1.0,1.0,1.0,1.0,1.0,1.3036493330000667,2578072,,permutation_base_only
sparcc_py,0,500,500,0.02,10,124750,1.0,1.0,0.9959919839679359,0.9588157083870411,0.6589178356713427,0.0129981250011042,14145944,,
pearson_clr,0,500,500,0.02,10,124750,1.0,0.9568627450980393,0.9967935871743487,0.9586392022521998,0.6569138276553106,0.016513124999619322,8329808,,
pearson_raw,0,500,500,0.02,10,124750,1.0,0.16154562383612664,0.9691382765531062,0.7704302769376633,0.29899799599198396,0.00782279200029734,8009216,,
spieceasi_mb,0,500,500,0.02,10,124750,1.0,0.6550580431177446,0.9106212424849699,0.9451215137321389,0.712625250501002,1.7720048749997659,10327736,,
spieceasi_glasso,0,500,500,0.02,10,124750,1.0,0.6185533571196886,0.9671342685370742,0.9589962961381435,0.6881763527054108,1.25133654199999,14083144,,
falcon_sr_strict,0,500,500,0.02,10,124750,1.0,0.9975980784627703,0.9959919839679359,0.9588148428876894,0.6589178356713427,0.027242791000389843,16015448,,
falcon_sr_fast,0,500,500,0.02,10,5740,0.7991983967935872,0.9975980784627703,1.0,0.8937117538008412,0.6589178356713427,0.02384650000021793,14009976,,
falcon_sr_fast_calibrated,0,500,500,0.02,10,5740,0.7991983967935872,0.9975980784627703,1.0,0.8937117538008412,0.6589178356713427,0.6318865419998474,22499965,,permutation_base_only
sparcc_py,1,500,500,0.02,10,124750,1.0,1.0,0.9935871743486974,0.9547378327879841,0.6597194388777555,0.0032395420003012987,14145832,,
pearson_clr,1,500,500,0.02,10,124750,1.0,0.9576304433111024,0.9935871743486974,0.9544257481467372,0.6593186372745491,0.002763708000202314,8329704,,
pearson_raw,1,500,500,0.02,10,124750,1.0,0.169165885660731,0.9719438877755511,0.7911982027119143,0.301002004008016,0.0017771250004443573,8009184,,
spieceasi_mb,1,500,500,0.02,10,124750,1.0,0.6938221317040054,0.8977955911823647,0.9378567433013342,0.6969939879759519,0.9291391669994482,10339864,,
spieceasi_glasso,1,500,500,0.02,10,124750,1.0,0.6495867768595042,0.9595190380761524,0.9512123736245958,0.6849699398797595,1.3543572500002483,14083202,,
falcon_sr_strict,1,500,500,0.02,10,124750,1.0,0.9967987194877951,0.9935871743486974,0.9547377311573784,0.6597194388777555,0.02980145800029277,16015400,,
falcon_sr_fast,1,500,500,0.02,10,5716,0.795190380761523,0.9967987194877951,1.0,0.8916867049710234,0.6597194388777555,0.027545000000827713,14009872,,
falcon_sr_fast_calibrated,1,500,500,0.02,10,5716,0.795190380761523,0.9967987194877951,1.0,0.8916867049710234,0.6597194388777555,0.671731667000131,22496984,,permutation_base_only
sparcc_py,2,500,500,0.02,10,124750,1.0,1.0,0.9955911823647294,0.9572015553744601,0.643687374749499,0.003112165999482386,14145832,,
pearson_clr,2,500,500,0.02,10,124750,1.0,0.9507427677873339,0.9955911823647294,0.9569400926100698,0.6468937875751503,0.0029246669982967433,8329704,,
pearson_raw,2,500,500,0.02,10,124750,1.0,0.1540240518038853,0.9731462925851704,0.7644868142075325,0.28697394789579156,0.0016357920012524119,8009136,,
spieceasi_mb,2,500,500,0.02,10,124750,1.0,0.6683383483784687,0.8965931863727455,0.9375043867129785,0.7006012024048096,0.9542502079984843,10327496,,
spieceasi_glasso,2,500,500,0.02,10,124750,1.0,0.631785480706344,0.9623246492985972,0.9546020542987739,0.6857715430861724,1.3220352500011359,14083096,,
falcon_sr_strict,2,500,500,0.02,10,124750,1.0,0.9975980784627703,0.9955911823647294,0.957206617234305,0.6432865731462926,0.02731208300065191,16015400,,
falcon_sr_fast,2,500,500,0.02,10,5764,0.7963927855711422,0.9975980784627703,1.0,0.8919590536846463,0.6432865731462926,0.025310708999313647,14009872,,
falcon_sr_fast_calibrated,2,500,500,0.02,10,5764,0.7963927855711422,0.9975980784627703,1.0,0.8919590536846463,0.6432865731462926,0.6325002080011473,22501550,,permutation_base_only
sparcc_py,0,500,500,0.02,25,124750,1.0,1.0,0.9959919839679359,0.9588157083870411,0.6589178356713427,0.002831333000358427,14145944,,
pearson_clr,0,500,500,0.02,25,124750,1.0,0.9568627450980393,0.9967935871743487,0.9586392022521998,0.6569138276553106,0.0025220839997928124,8329808,,
pearson_raw,0,500,500,0.02,25,124750,1.0,0.16154562383612664,0.9691382765531062,0.7704302769376633,0.29899799599198396,0.0013303750001796288,8009216,,
spieceasi_mb,0,500,500,0.02,25,124750,1.0,0.6550580431177446,0.9106212424849699,0.9451215137321389,0.712625250501002,0.885056249999252,10327736,,
spieceasi_glasso,0,500,500,0.02,25,124750,1.0,0.6185533571196886,0.9671342685370742,0.9589962961381435,0.6881763527054108,1.2543032089997723,14083238,,
falcon_sr_strict,0,500,500,0.02,25,124750,1.0,0.9975980784627703,0.9959919839679359,0.9588148428876894,0.6589178356713427,0.028456332998757716,16015448,,
falcon_sr_fast,0,500,500,0.02,25,13832,0.8885771543086173,0.9975980784627703,1.0,0.9310535184310792,0.6589178356713427,0.033055084000807256,14009976,,
falcon_sr_fast_calibrated,0,500,500,0.02,25,13832,0.8885771543086173,0.9975980784627703,1.0,0.9310535184310792,0.6589178356713427,0.6915041669999482,22923341,,permutation_base_only
sparcc_py,1,500,500,0.02,25,124750,1.0,1.0,0.9935871743486974,0.9547378327879841,0.6597194388777555,0.002811582999129314,14145832,,
pearson_clr,1,500,500,0.02,25,124750,1.0,0.9576304433111024,0.9935871743486974,0.9544257481467372,0.6593186372745491,0.002553416999944602,8329704,,
pearson_raw,1,500,500,0.02,25,124750,1.0,0.169165885660731,0.9719438877755511,0.7911982027119143,0.301002004008016,0.001319041000897414,8009136,,
spieceasi_mb,1,500,500,0.02,25,124750,1.0,0.6938221317040054,0.8977955911823647,0.9378567433013342,0.6969939879759519,0.9267948329998035,10327496,,
spieceasi_glasso,1,500,500,0.02,25,124750,1.0,0.6495867768595042,0.9595190380761524,0.9512123736245958,0.6849699398797595,1.2903588339995622,14083049,,
falcon_sr_strict,1,500,500,0.02,25,124750,1.0,0.9967987194877951,0.9935871743486974,0.9547377311573784,0.6597194388777555,0.028713374998915242,16015400,,
falcon_sr_fast,1,500,500,0.02,25,13741,0.8781563126252505,0.9967987194877951,1.0,0.9259463051086837,0.6597194388777555,0.03317254200010211,14009872,,
falcon_sr_fast_calibrated,1,500,500,0.02,25,13741,0.8781563126252505,0.9967987194877951,1.0,0.9259463051086837,0.6597194388777555,0.6928337079989433,22919258,,permutation_base_only
sparcc_py,2,500,500,0.02,25,124750,1.0,1.0,0.9955911823647294,0.9572015553744601,0.643687374749499,0.0031301250000979053,14145832,,
pearson_clr,2,500,500,0.02,25,124750,1.0,0.9507427677873339,0.9955911823647294,0.9569400926100698,0.6468937875751503,0.0027814580007543555,8329704,,
pearson_raw,2,500,500,0.02,25,124750,1.0,0.1540240518038853,0.9731462925851704,0.7644868142075325,0.28697394789579156,0.0013285419991007075,8009136,,
spieceasi_mb,2,500,500,0.02,25,124750,1.0,0.6683383483784687,0.8965931863727455,0.9375043867129785,0.7006012024048096,0.9022257079996052,10327496,,
spieceasi_glasso,2,500,500,0.02,25,124750,1.0,0.631785480706344,0.9623246492985972,0.9546020542987739,0.6857715430861724,1.3473278330002358,14083143,,
falcon_sr_strict,2,500,500,0.02,25,124750,1.0,0.9975980784627703,0.9955911823647294,0.957206617234305,0.6432865731462926,0.02803654200033634,16015400,,
falcon_sr_fast,2,500,500,0.02,25,13823,0.8817635270541082,0.9975980784627703,1.0,0.9277270831385072,0.6432865731462926,0.031471500000407104,14009872,,
falcon_sr_fast_calibrated,2,500,500,0.02,25,13823,0.8817635270541082,0.9975980784627703,1.0,0.9277270831385072,0.6432865731462926,0.7132197920000181,22921908,,permutation_base_only
sparcc_py,0,500,500,0.02,50,124750,1.0,1.0,0.9959919839679359,0.9588157083870411,0.6589178356713427,0.003476500000033411,14145944,,
pearson_clr,0,500,500,0.02,50,124750,1.0,0.9568627450980393,0.9967935871743487,0.9586392022521998,0.6569138276553106,0.003147333000015351,8329808,,
pearson_raw,0,500,500,0.02,50,124750,1.0,0.16154562383612664,0.9691382765531062,0.7704302769376633,0.29899799599198396,0.0016845840000314638,8009656,,
spieceasi_mb,0,500,500,0.02,50,124750,1.0,0.6550580431177446,0.9106212424849699,0.9451215137321389,0.712625250501002,0.9573766670000623,10341296,,
spieceasi_glasso,0,500,500,0.02,50,124750,1.0,0.6185533571196886,0.9671342685370742,0.9589962961381435,0.6881763527054108,1.2478945839993685,14083485,,
falcon_sr_strict,0,500,500,0.02,50,124750,1.0,0.9975980784627703,0.9959919839679359,0.9588148428876894,0.6589178356713427,0.02724737499920593,16015448,,
falcon_sr_fast,0,500,500,0.02,50,26884,0.9398797595190381,0.9975980784627703,1.0,0.9492476622296985,0.6589178356713427,0.038612416999967536,14009976,,
falcon_sr_fast_calibrated,0,500,500,0.02,50,26884,0.9398797595190381,0.9975980784627703,1.0,0.9492476622296985,0.6589178356713427,0.6819136250014708,23608048,,permutation_base_only
sparcc_py,1,500,500,0.02,50,124750,1.0,1.0,0.9935871743486974,0.9547378327879841,0.6597194388777555,0.0028128339999966556,14145832,,
pearson_clr,1,500,500,0.02,50,124750,1.0,0.9576304433111024,0.9935871743486974,0.9544257481467372,0.6593186372745491,0.0027806670004792977,8329704,,
pearson_raw,1,500,500,0.02,50,124750,1.0,0.169165885660731,0.9719438877755511,0.7911982027119143,0.301002004008016,0.001327791000221623,8009136,,
spieceasi_mb,1,500,500,0.02,50,124750,1.0,0.6938221317040054,0.8977955911823647,0.9378567433013342,0.6969939879759519,0.9012896250005724,10327496,,
spieceasi_glasso,1,500,500,0.02,50,124750,1.0,0.6495867768595042,0.9595190380761524,0.9512123736245958,0.6849699398797595,1.1934556249998423,14083110,,
falcon_sr_strict,1,500,500,0.02,50,124750,1.0,0.9967987194877951,0.9935871743486974,0.9547377311573784,0.6597194388777555,0.027388167000026442,16015400,,
falcon_sr_fast,1,500,500,0.02,50,26763,0.9314629258517034,0.9967987194877951,1.0,0.9444134910039292,0.6597194388777555,0.038485999999466,14009872,,
falcon_sr_fast_calibrated,1,500,500,0.02,50,26763,0.9314629258517034,0.9967987194877951,1.0,0.9444134910039292,0.6597194388777555,0.6776917919996777,23600923,,permutation_base_only
sparcc_py,2,500,500,0.02,50,124750,1.0,1.0,0.9955911823647294,0.9572015553744601,0.643687374749499,0.0030927499992685625,14145832,,
pearson_clr,2,500,500,0.02,50,124750,1.0,0.9507427677873339,0.9955911823647294,0.9569400926100698,0.6468937875751503,0.002865249998649233,8329704,,
pearson_raw,2,500,500,0.02,50,124750,1.0,0.1540240518038853,0.9731462925851704,0.7644868142075325,0.28697394789579156,0.0016693750003469177,8009136,,
spieceasi_mb,2,500,500,0.02,50,124750,1.0,0.6683383483784687,0.8965931863727455,0.9375043867129785,0.7006012024048096,1.0550664579986915,10327496,,
spieceasi_glasso,2,500,500,0.02,50,124750,1.0,0.631785480706344,0.9623246492985972,0.9546020542987739,0.6857715430861724,1.1920505420002883,14083110,,
falcon_sr_strict,2,500,500,0.02,50,124750,1.0,0.9975980784627703,0.9955911823647294,0.957206617234305,0.6432865731462926,0.03338895799970487,16015400,,
falcon_sr_fast,2,500,500,0.02,50,26862,0.9318637274549099,0.9975980784627703,1.0,0.9449546608656354,0.6432865731462926,0.047538707998683094,14009872,,
falcon_sr_fast_calibrated,2,500,500,0.02,50,26862,0.9318637274549099,0.9975980784627703,1.0,0.9449546608656354,0.6432865731462926,0.8045755410003039,23606800,,permutation_base_only
sparcc_py,0,500,1000,0.02,10,499500,1.0,1.0,0.8340340340340341,0.6905686293431181,0.08008008008008008,0.013386499998887302,44157944,,
